loc,Pred_loc,dist_localization_error_pd
"184,43","182,43",2.0
"133,126","132,126",1.0
"15,26","13,26",2.0
"107,113","105,111",2.83
"113,104","113,105",1.0
"32,51","32,50",1.0
"43,4","42,4",1.0
"79,16","82,13",4.24
"113,86","111,86",2.0
"163,37","164,37",1.0
"184,44","182,44",2.0
"158,15","155,14",3.16
"105,5","103,4",2.24
"67,83","66,84",1.41
"132,20","131,18",2.24
"149,117","147,117",2.0
"88,121","84,119",4.47
"126,79","127,80",1.41
"164,121","162,119",2.83
"73,45","72,44",1.41
"45,1","45,2",1.0
"41,69","38,68",3.16
"21,119","20,118",1.41
"99,19","96,18",3.16
"162,20","159,21",3.16
"134,50","133,52",2.24
"82,34","81,34",1.0
"5,98","3,98",2.0
"22,4","20,8",4.47
"158,71","157,70",1.41
"71,57","69,55",2.83
"18,119","17,117",2.24
"126,35","125,32",3.16
"13,2","11,1",2.24
"18,79","19,79",1.0
"116,29","113,27",3.61
"73,14","76,9",5.83
"128,55","129,55",1.0
"172,11","170,9",2.83
"38,98","41,95",4.24
"156,25","155,25",1.0
"95,47","94,45",2.24
"180,129","182,129",2.0
"157,128","156,128",1.0
"113,35","115,34",2.24
"186,91","183,91",3.0
"155,105","153,105",2.0
"60,32","61,33",1.41
"32,28","33,29",1.41
"72,97","72,98",1.0
"172,81","171,83",2.24
"141,83","139,82",2.24
"51,8","52,6",2.24
"136,41","135,41",1.0
"53,30","52,29",1.41
"11,117","10,116",1.41
"80,56","80,56",0.0
"70,17","67,19",3.61
"66,97","63,98",3.16
"129,78","129,77",1.0
"76,23","77,21",2.24
"162,21","163,23",2.24
"28,46","27,43",3.16
"23,59","22,60",1.41
"134,64","134,62",2.0
"85,104","82,105",3.16
"115,31","115,28",3.0
"186,52","185,53",1.41
"122,72","122,71",1.0
"77,103","76,102",1.41
"158,27","155,25",3.61
"40,16","37,15",3.16
"157,89","156,88",1.41
"11,37","10,38",1.41
"145,40","143,39",2.24
"115,49","114,49",1.0
"77,75","77,74",1.0
"90,99","87,98",3.16
"11,74","9,74",2.0
"112,60","111,60",1.0
"45,25","45,24",1.0
"141,11","140,11",1.0
"121,29","120,28",1.41
"148,65","147,64",1.41
"154,5","154,3",2.0
"7,36","7,34",2.0
"87,59","85,58",2.24
"88,114","84,112",4.47
"103,17","102,14",3.16
"70,1","68,1",2.0
"103,82","102,83",1.41
"100,60","98,60",2.0
"135,108","133,108",2.0
"146,22","145,22",1.0
"82,90","84,90",2.0
"134,76","135,77",1.41
"68,62","65,62",3.0
"42,35","44,33",2.83
"164,11","163,9",2.24
"67,85","65,84",2.24
"123,31","121,32",2.24
"31,101","30,99",2.24
"156,73","155,73",1.0
"165,17","164,17",1.0
"59,94","58,94",1.0
"127,92","126,92",1.0
"121,10","118,8",3.61
"97,10","96,7",3.16
"8,3","8,2",1.0
"26,54","27,52",2.24
"126,2","127,3",1.41
"52,74","53,73",1.41
"164,59","163,56",3.16
"126,51","125,50",1.41
"70,96","68,97",2.24
"67,80","65,80",2.0
"17,23","15,19",4.47
"109,103","110,102",1.41
"75,14","72,11",4.24
"80,31","83,32",3.16
"149,49","147,49",2.0
"118,98","118,97",1.0
"41,34","41,33",1.0
"114,27","115,24",3.16
"177,37","175,34",3.61
"146,120","145,120",1.0
"34,128","33,127",1.41
"98,36","95,34",3.61
"149,34","151,34",2.0
"142,85","139,85",3.0
"120,15","115,12",5.83
"43,65","44,62",3.16
"184,7","182,3",4.47
"169,50","169,48",2.0
"25,21","24,20",1.41
"136,65","137,66",1.41
"164,2","160,2",4.0
"23,128","22,125",3.16
"105,58","104,58",1.0
"166,27","167,27",1.0
"96,15","94,13",2.83
"98,64","96,64",2.0
"40,65","39,64",1.41
"50,19","52,17",2.83
"100,23","98,25",2.83
"86,27","82,25",4.47
"55,7","53,5",2.83
"108,28","104,28",4.0
"70,90","68,91",2.24
"41,37","40,37",1.0
"137,37","136,36",1.41
"97,106","95,105",2.24
"19,19","17,14",5.39
"81,44","83,42",2.83
"116,112","117,110",2.24
"122,120","120,120",2.0
"46,106","46,105",1.0
"117,128","115,126",2.83
"103,31","101,31",2.0
"150,67","147,66",3.16
"16,95","15,93",2.24
"148,66","147,68",2.24
"140,93","139,93",1.0
"140,112","141,112",1.0
"139,19","138,19",1.0
"114,61","113,61",1.0
"25,117","25,115",2.0
"185,26","184,26",1.0
"39,114","38,112",2.24
"180,47","180,48",1.0
"58,66","55,66",3.0
"107,40","105,39",2.24
"141,103","142,103",1.0
"55,1","48,1",7.0
"188,97","185,97",3.0
"115,72","114,72",1.0
"99,3","101,2",2.24
"164,26","158,21",7.81
"180,13","178,11",2.83
"183,27","179,31",5.66
"72,122","70,120",2.83
"103,30","105,31",2.24
"19,49","18,49",1.0
"40,94","39,94",1.0
"18,46","18,42",4.0
"127,85","128,83",2.24
"35,19","34,17",2.24
"147,5","143,4",4.12
"115,79","116,79",1.0
"21,29","18,27",3.61
"109,78","108,78",1.0
"61,50","60,48",2.24
"113,74","112,73",1.41
"56,119","54,119",2.0
"120,108","118,106",2.83
"93,18","95,18",2.0
"55,16","54,15",1.41
"12,122","10,121",2.24
"111,80","110,80",1.0
"118,27","116,26",2.24
"79,109","77,110",2.24
"131,112","129,112",2.0
"135,15","133,13",2.83
"108,73","107,73",1.0
"26,31","21,29",5.39
"175,109","175,108",1.0
"82,33","79,34",3.16
"12,82","11,82",1.0
"30,20","27,21",3.16
"134,33","135,32",1.41
"91,67","88,67",3.0
"34,35","33,34",1.41
"58,126","56,125",2.24
"114,122","115,121",1.41
"84,59","83,60",1.41
"171,90","170,90",1.0
"95,24","93,22",2.83
"153,37","152,36",1.41
"152,88","153,88",1.0
"82,31","81,31",1.0
"122,59","121,58",1.41
"28,12","27,11",1.41
"106,17","107,15",2.24
"96,73","94,72",2.24
"38,109","37,108",1.41
"63,22","60,20",3.61
"40,28","40,27",1.0
"77,99","75,98",2.24
"66,72","64,72",2.0
"31,51","32,49",2.24
"81,30","78,31",3.16
"87,110","82,108",5.39
"33,112","34,111",1.41
"136,45","137,42",3.16
"150,103","149,103",1.0
"128,82","127,81",1.41
"67,34","70,33",3.16
"129,126","130,124",2.24
"87,19","86,19",1.0
"177,119","176,121",2.24
"150,48","151,48",1.0
"5,3","3,2",2.24
"41,6","41,3",3.0
"65,19","63,14",5.39
"158,39","157,39",1.0
"1,11","2,9",2.24
"133,75","132,74",1.41
"50,98","47,98",3.0
"23,115","22,115",1.0
"119,71","120,71",1.0
"143,67","141,66",2.24
"148,31","146,31",2.0
"178,55","178,51",4.0
"90,43","89,42",1.41
"30,93","27,95",3.61
"177,67","178,67",1.0
"76,3","73,1",3.61
"118,17","113,14",5.83
"61,81","59,81",2.0
"121,110","120,109",1.41
"183,54","182,54",1.0
"182,2","184,3",2.24
"142,45","140,45",2.0
"27,111","27,110",1.0
"179,71","178,72",1.41
"26,129","26,127",2.0
"31,18","30,15",3.16
"4,40","2,32",8.25
"74,100","72,99",2.24
"3,8","3,6",2.0
"125,39","123,38",2.24
"22,103","20,102",2.24
"160,84","161,84",1.0
"144,89","142,89",2.0
"97,8","94,7",3.16
"59,103","59,102",1.0
"48,92","45,92",3.0
"38,34","37,32",2.24
"96,81","96,82",1.0
"104,92","103,90",2.24
"124,2","127,3",3.16
"131,122","129,122",2.0
"58,1","51,2",7.07
"51,78","49,78",2.0
"85,25","83,23",2.83
"107,31","105,29",2.83
"7,27","7,28",1.0
"31,9","30,11",2.24
"97,20","95,20",2.0
"80,127","78,127",2.0
"100,32","98,30",2.83
"66,64","66,63",1.0
"33,21","32,21",1.0
"116,63","117,63",1.0
"80,98","79,98",1.0
"130,23","130,23",0.0
"30,116","31,113",3.16
"75,87","76,87",1.0
"124,53","123,52",1.41
"78,50","76,50",2.0
"142,88","138,87",4.12
"101,32","99,31",2.24
"172,21","168,18",5.0
"75,35","74,34",1.41
"174,20","176,20",2.0
"46,26","47,25",1.41
"147,69","146,68",1.41
"2,113","3,107",6.08
"95,70","93,70",2.0
"53,83","55,83",2.0
"135,2","131,1",4.12
"172,98","171,98",1.0
"18,108","16,106",2.83
"24,102","21,99",4.24
"171,10","169,8",2.83
"15,83","16,83",1.0
"145,59","143,59",2.0
"72,42","71,40",2.24
"172,4","171,3",1.41
"44,117","42,119",2.83
"17,106","16,104",2.24
"126,32","124,29",3.61
"102,81","100,80",2.24
"162,60","161,60",1.0
"51,94","48,95",3.16
"48,57","44,56",4.12
"62,129","61,130",1.41
"113,43","112,41",2.24
"56,32","56,29",3.0
"54,43","53,45",2.24
"89,26","86,28",3.61
"182,125","181,125",1.0
"118,14","115,12",3.61
"91,66","88,66",3.0
"139,28","139,27",1.0
"102,126","103,128",2.24
"55,55","52,55",3.0
"17,48","16,47",1.41
"103,15","100,12",4.24
"157,71","156,70",1.41
"28,36","25,36",3.0
"165,119","162,117",3.61
"8,23","5,24",3.16
"6,59","5,59",1.0
"102,74","101,73",1.41
"182,6","180,4",2.83
"169,92","166,93",3.16
"126,54","125,54",1.0
"94,106","92,105",2.24
"63,61","62,62",1.41
"188,86","186,85",2.24
"121,95","121,94",1.0
"116,3","114,1",2.83
"67,70","66,70",1.0
"89,78","89,76",2.0
"10,3","9,1",2.24
"121,48","122,48",1.0
"12,33","8,29",5.66
"20,17","20,15",2.0
"104,48","105,48",1.0
"154,76","155,75",1.41
"62,90","61,90",1.0
"34,3","30,5",4.47
"50,58","50,57",1.0
"155,7","152,8",3.16
"171,93","169,93",2.0
"45,30","46,30",1.0
"41,8","40,10",2.24
"117,119","114,116",4.24
"62,85","60,86",2.24
"102,29","100,27",2.83
"185,12","183,8",4.47
"79,126","78,126",1.0
"32,82","30,82",2.0
"18,12","17,9",3.16
"139,87","138,86",1.41
"28,62","27,61",1.41
"187,120","188,120",1.0
"27,18","25,15",3.61
"158,44","156,41",3.61
"65,127","63,128",2.24
"33,48","30,45",4.24
"12,59","13,60",1.41
"116,107","115,108",1.41
"71,123","69,124",2.24
"40,85","40,84",1.0
"80,86","79,86",1.0
"144,125","144,124",1.0
"67,48","66,49",1.41
"84,73","83,72",1.41
"156,35","156,34",1.0
"174,102","172,102",2.0
"50,76","49,75",1.41
"40,59","41,57",2.24
"96,6","93,3",4.24
"85,129","83,127",2.83
"63,95","62,95",1.0
"121,30","121,30",0.0
"145,55","144,56",1.41
"93,38","91,39",2.24
"142,120","140,120",2.0
"73,122","71,122",2.0
"149,13","147,14",2.24
"38,47","37,46",1.41
"74,96","73,96",1.0
"83,36","77,32",7.21
"34,96","31,95",3.16
"174,128","173,127",1.41
"173,71","172,73",2.24
"57,30","56,31",1.41
"108,71","107,71",1.0
"108,96","106,96",2.0
"57,86","56,86",1.0
"145,6","143,5",2.24
"89,96","89,95",1.0
"123,56","121,56",2.0
"10,15","9,12",3.16
"41,72","38,73",3.16
"94,64","92,64",2.0
"47,107","46,105",2.24
"70,115","68,116",2.24
"99,30","96,31",3.16
"32,117","31,116",1.41
"119,61","118,60",1.41
"146,81","144,81",2.0
"50,77","51,77",1.0
"149,7","149,6",1.0
"180,56","178,56",2.0
"54,21","54,17",4.0
"64,51","64,51",0.0
"88,39","89,38",1.41
"166,40","164,37",3.61
"112,62","113,62",1.0
"24,33","18,32",6.08
"20,115","20,117",2.0
"144,123","145,123",1.0
"23,16","19,17",4.12
"98,89","96,89",2.0
"86,42","85,42",1.0
"16,96","18,95",2.24
"86,59","83,59",3.0
"162,65","161,65",1.0
"16,53","16,50",3.0
"138,8","134,7",4.12
"9,98","8,96",2.24
"77,13","71,8",7.81
"113,123","110,123",3.0
"163,46","164,46",1.0
"34,52","33,51",1.41
"91,45","92,43",2.24
"1,128","2,125",3.16
"105,4","101,5",4.12
"110,116","107,115",3.16
"153,85","151,85",2.0
"7,17","6,17",1.0
"59,54","57,54",2.0
"124,35","122,33",2.83
"61,44","60,43",1.41
"93,73","89,72",4.12
"111,16","110,15",1.41
"31,59","30,56",3.16
"111,107","109,107",2.0
"5,18","4,14",4.12
"52,76","53,74",2.24
"138,13","133,13",5.0
"67,36","67,35",1.0
"107,37","106,37",1.0
"116,96","116,97",1.0
"147,23","142,21",5.39
"128,123","127,121",2.24
"99,126","95,125",4.12
"105,96","104,96",1.0
"142,19","134,17",8.25
"74,106","74,105",1.0
"124,56","123,52",4.12
"153,116","155,117",2.24
"48,70","46,71",2.24
"82,3","85,1",3.61
"167,6","167,8",2.0
"14,15","11,12",4.24
"48,68","47,67",1.41
"54,44","52,42",2.83
"5,102","7,99",3.61
"7,45","9,41",4.47
"39,103","38,104",1.41
"79,13","79,12",1.0
"72,100","73,101",1.41
"186,18","185,15",3.16
"98,46","97,46",1.0
"37,128","37,126",2.0
"181,66","180,65",1.41
"145,107","144,106",1.41
"117,23","114,21",3.61
"104,70","103,70",1.0
"92,63","90,63",2.0
"39,31","41,30",2.24
"116,86","115,86",1.0
"182,75","180,73",2.83
"21,57","22,54",3.16
"111,52","110,53",1.41
"171,18","170,18",1.0
"12,42","11,43",1.41
"148,46","147,45",1.41
"184,128","182,128",2.0
"124,108","122,108",2.0
"61,18","59,17",2.24
"64,70","62,70",2.0
"20,50","19,47",3.16
"174,123","175,123",1.0
"174,49","174,48",1.0
"42,108","42,106",2.0
"148,27","145,27",3.0
"5,113","5,112",1.0
"16,87","15,86",1.41
"136,89","135,89",1.0
"139,63","140,62",1.41
"97,22","97,21",1.0
"177,82","176,82",1.0
"111,99","110,98",1.41
"110,113","113,114",3.16
"17,25","20,20",5.83
"136,87","134,87",2.0
"89,21","86,21",3.0
"131,110","130,109",1.41
"87,41","85,40",2.24
"114,111","113,110",1.41
"75,37","73,36",2.24
"187,109","188,108",1.41
"29,115","26,113",3.61
"54,108","55,108",1.0
"41,116","41,115",1.0
"148,128","146,126",2.83
"177,28","175,25",3.61
"22,43","23,40",3.16
"166,37","163,34",4.24
"8,52","8,45",7.0
"151,23","147,21",4.47
"97,63","95,63",2.0
"8,35","8,30",5.0
"30,115","31,114",1.41
"104,97","103,96",1.41
"167,129","165,127",2.83
"163,72","162,72",1.0
"64,20","60,18",4.47
"168,120","166,120",2.0
"32,61","34,60",2.24
"123,20","120,20",3.0
"90,125","89,124",1.41
"138,4","133,3",5.1
"137,35","136,34",1.41
"176,99","175,97",2.24
"108,80","106,80",2.0
"147,53","148,54",1.41
"50,42","49,42",1.0
"36,64","35,64",1.0
"181,20","179,20",2.0
"19,113","15,115",4.47
"102,65","102,64",1.0
"170,35","170,36",1.0
"173,115","171,116",2.24
"182,122","183,120",2.24
"151,128","150,128",1.0
"84,67","83,67",1.0
"33,74","33,73",1.0
"110,103","110,104",1.0
"52,60","50,59",2.24
"94,80","95,80",1.0
"78,90","79,89",1.41
"141,52","140,52",1.0
"72,19","74,17",2.83
"121,123","121,122",1.0
"163,87","162,87",1.0
"109,19","106,20",3.16
"74,102","72,101",2.24
"119,13","119,11",2.0
"66,124","65,125",1.41
"177,116","175,116",2.0
"27,30","23,30",4.0
"52,26","51,24",2.24
"128,16","125,16",3.0
"49,109","50,108",1.41
"43,35","43,33",2.0
"92,38","91,36",2.24
"128,25","126,24",2.24
"123,18","123,16",2.0
"184,42","182,42",2.0
"7,98","6,97",1.41
"46,22","45,21",1.41
"34,130","33,128",2.24
"58,105","58,105",0.0
"82,92","81,92",1.0
"156,24","155,24",1.0
"75,4","73,1",3.61
"174,30","170,30",4.0
"158,2","158,1",1.0
"147,59","144,59",3.0
"176,125","174,125",2.0
"18,72","17,71",1.41
"56,15","56,11",4.0
"86,16","84,12",4.47
"163,59","162,56",3.16
"95,6","91,5",4.12
"112,124","112,123",1.0
"162,4","162,1",3.0
"187,118","188,117",1.41
"113,84","112,84",1.0
"166,111","163,110",3.16
"113,54","113,52",2.0
"105,28","104,26",2.24
"140,68","139,67",1.41
"91,81","90,81",1.0
"129,11","123,13",6.32
"100,107","98,105",2.83
"137,9","136,8",1.41
"152,126","151,126",1.0
"117,38","115,36",2.83
"10,19","8,18",2.24
"82,102","80,103",2.24
"55,33","53,32",2.24
"159,130","158,130",1.0
"59,50","58,48",2.24
"7,15","8,11",4.12
"98,37","96,36",2.24
"114,26","116,25",2.24
"68,13","72,9",5.66
"47,85","48,84",1.41
"90,24","89,22",2.24
"160,112","159,112",1.0
"112,79","110,79",2.0
"184,28","183,28",1.0
"49,34","48,32",2.24
"104,33","102,31",2.83
"12,11","12,9",2.0
"111,40","109,40",2.0
"73,28","72,28",1.0
"7,20","3,19",4.12
"183,19","178,16",5.83
"187,90","188,90",1.0
"89,68","89,67",1.0
"137,90","138,90",1.0
"41,128","40,127",1.41
"143,28","138,26",5.39
"143,97","141,96",2.24
"11,22","9,26",4.47
"155,32","154,34",2.24
"42,73","41,73",1.0
"163,52","163,51",1.0
"54,51","55,49",2.24
"182,68","183,68",1.0
"43,19","43,19",0.0
"1,28","2,25",3.16
"81,69","80,69",1.0
"97,102","96,102",1.0
"146,99","146,98",1.0
"20,24","19,24",1.0
"53,4","53,2",2.0
"141,95","139,95",2.0
"22,11","20,11",2.0
"93,96","90,97",3.16
"33,3","32,5",2.24
"17,45","16,41",4.12
"124,39","123,37",2.24
"27,100","25,98",2.83
"186,51","186,50",1.0
"145,119","144,118",1.41
"66,86","64,86",2.0
"156,3","155,2",1.41
"44,41","42,41",2.0
"145,77","143,76",2.24
"122,116","123,117",1.41
"74,65","75,65",1.0
"47,80","46,77",3.16
"154,20","152,19",2.24
"142,29","145,29",3.0
"58,54","56,55",2.24
"188,107","185,106",3.16
"149,78","151,79",2.24
"53,117","52,117",1.0
"96,54","95,54",1.0
"100,66","99,67",1.41
"6,26","3,22",5.0
"125,108","123,109",2.24
"88,32","83,32",5.0
"170,28","166,23",6.4
"184,9","178,3",8.49
"60,52","58,50",2.83
"95,123","91,120",5.0
"176,1","179,1",3.0
"174,14","172,12",2.83
"84,23","83,21",2.24
"19,126","19,124",2.0
"126,8","127,6",2.24
"142,25","140,24",2.24
"35,106","35,104",2.0
"41,109","40,110",1.41
"126,58","127,58",1.0
"187,67","186,68",1.41
"54,63","51,61",3.61
"76,14","75,10",4.12
"104,31","106,30",2.24
"174,23","171,27",5.0
"120,61","120,60",1.0
"82,44","81,44",1.0
"145,78","143,77",2.24
"37,56","36,58",2.24
"78,99","76,98",2.24
"81,89","82,88",1.41
"71,9","71,6",3.0
"188,121","186,121",2.0
"62,109","62,110",1.0
"57,121","55,120",2.24
"54,79","54,77",2.0
"181,99","178,98",3.16
"67,105","65,104",2.24
"146,33","142,34",4.12
"132,74","131,74",1.0
"78,2","80,1",2.24
"82,5","79,4",3.16
"162,64","163,64",1.0
"54,80","54,76",4.0
"153,41","152,41",1.0
"104,120","108,121",4.12
"67,125","65,125",2.0
"84,115","84,116",1.0
"37,107","36,107",1.0
"69,117","67,118",2.24
"174,60","175,61",1.41
"164,76","163,75",1.41
"60,45","58,44",2.24
"178,49","177,47",2.24
"86,129","83,127",3.61
"62,103","59,103",3.0
"123,28","122,27",1.41
"48,88","46,88",2.0
"39,47","39,46",1.0
"40,82","38,81",2.24
"60,12","59,12",1.0
"181,24","180,23",1.41
"27,129","27,127",2.0
"30,122","27,118",5.0
"155,50","154,51",1.41
"151,81","149,81",2.0
"14,83","12,83",2.0
"173,12","169,8",5.66
"124,106","120,105",4.12
"178,114","176,111",3.61
"132,68","132,67",1.0
"80,29","80,27",2.0
"153,73","152,73",1.0
"28,17","28,15",2.0
"86,117","88,117",2.0
"134,7","136,6",2.24
"134,89","132,89",2.0
"159,118","161,119",2.24
"42,127","44,124",3.61
"45,36","45,35",1.0
"95,36","94,34",2.24
"128,117","127,117",1.0
"187,58","186,58",1.0
"47,120","43,119",4.12
"91,18","88,19",3.16
"130,94","128,93",2.24
"149,19","148,17",2.24
"112,101","111,101",1.0
"155,84","156,84",1.0
"161,39","159,38",2.24
"174,73","174,71",2.0
"40,21","40,22",1.0
"125,87","125,88",1.0
"49,3","49,1",2.0
"68,27","66,27",2.0
"39,97","37,96",2.24
"174,29","171,28",3.16
"108,104","109,104",1.0
"29,125","28,124",1.41
"58,5","58,1",4.0
"23,118","23,116",2.0
"60,62","59,61",1.41
"91,23","89,21",2.83
"91,79","90,79",1.0
"58,73","56,73",2.0
"79,27","76,28",3.16
"61,5","59,2",3.61
"168,20","163,20",5.0
"93,126","91,125",2.24
"153,58","152,58",1.0
"160,27","159,29",2.24
"186,49","185,46",3.16
"163,33","158,30",5.83
"73,110","74,111",1.41
"183,113","184,113",1.0
"98,24","98,25",1.0
"62,63","61,63",1.0
"6,6","5,7",1.41
"184,76","183,74",2.24
"143,102","142,101",1.41
"15,42","15,41",1.0
"58,52","57,50",2.24
"39,56","37,55",2.24
"120,122","118,120",2.83
"61,32","62,32",1.0
"151,112","150,113",1.41
"38,18","38,15",3.0
"165,14","162,12",3.61
"37,99","34,100",3.16
"76,94","77,94",1.0
"168,112","165,110",3.61
"173,85","172,85",1.0
"79,79","78,79",1.0
"42,57","42,54",3.0
"74,92","75,93",1.41
"161,57","160,57",1.0
"114,83","115,84",1.41
"45,48","48,47",3.16
"76,92","77,90",2.24
"16,97","15,97",1.0
"156,10","152,8",4.47
"40,66","38,63",3.61
"104,27","102,24",3.61
"121,12","119,11",2.24
"135,78","136,78",1.0
"100,99","98,99",2.0
"133,93","131,92",2.24
"128,66","127,66",1.0
"173,74","172,72",2.24
"150,15","151,16",1.41
"115,104","113,103",2.24
"123,23","126,18",5.83
"180,84","181,83",1.41
"37,43","35,42",2.24
"125,111","124,110",1.41
"11,64","10,65",1.41
"38,102","35,103",3.16
"99,127","100,126",1.41
"86,95","84,95",2.0
"82,30","83,28",2.24
"65,52","63,51",2.24
"55,73","53,72",2.24
"64,110","61,111",3.16
"64,127","63,125",2.24
"8,55","7,54",1.41
"121,106","122,106",1.0
"162,51","161,49",2.24
"61,125","60,123",2.24
"106,76","107,75",1.41
"67,99","64,100",3.16
"124,19","121,17",3.61
"185,76","184,74",2.24
"128,8","122,7",6.08
"135,82","135,81",1.0
"154,79","152,79",2.0
"139,110","140,109",1.41
"73,112","72,111",1.41
"120,127","118,126",2.24
"137,129","137,130",1.0
"59,120","56,121",3.16
"163,44","162,48",4.12
"36,33","36,31",2.0
"153,40","152,40",1.0
"180,90","181,90",1.0
"95,116","90,115",5.1
"108,118","106,117",2.24
"25,5","26,5",1.0
"66,110","68,111",2.24
"23,120","22,120",1.0
"28,110","29,109",1.41
"144,26","143,25",1.41
"14,73","12,73",2.0
"96,63","95,60",3.16
"149,47","147,47",2.0
"84,22","86,19",3.61
"47,7","43,5",4.47
"41,125","41,123",2.0
"126,59","125,57",2.24
"61,87","60,87",1.0
"93,90","92,90",1.0
"163,82","162,80",2.24
"87,60","84,61",3.16
"161,31","157,29",4.47
"138,56","139,56",1.0
"163,41","162,38",3.16
"138,24","135,23",3.16
"70,7","67,3",5.0
"138,105","137,105",1.0
"94,69","93,69",1.0
"72,26","68,24",4.47
"115,64","114,64",1.0
"79,97","81,96",2.24
"127,89","126,89",1.0
"155,27","153,29",2.83
"166,98","165,98",1.0
"171,43","170,47",4.12
"25,39","22,39",3.0
"179,3","177,1",2.83
"125,120","124,121",1.41
"128,119","127,118",1.41
"22,94","23,93",1.41
"104,44","105,44",1.0
"181,110","182,110",1.0
"126,36","126,35",1.0
"79,7","76,4",4.24
"146,103","147,102",1.41
"3,26","2,24",2.24
"149,38","149,38",0.0
"184,88","183,88",1.0
"39,62","37,63",2.24
"46,112","46,111",1.0
"119,93","118,92",1.41
"85,90","83,91",2.24
"80,125","74,123",6.32
"171,32","173,32",2.0
"108,121","106,119",2.83
"161,58","160,58",1.0
"85,57","85,57",0.0
"129,72","129,71",1.0
"47,96","44,97",3.16
"49,54","49,55",1.0
"66,31","67,28",3.16
"135,101","136,101",1.0
"47,116","48,115",1.41
"128,127","128,125",2.0
"118,51","117,51",1.0
"112,111","112,113",2.0
"47,10","44,10",3.0
"118,20","116,22",2.83
"107,69","106,69",1.0
"152,130","151,129",1.41
"47,1","41,1",6.0
"143,35","139,36",4.12
"166,79","164,78",2.24
"107,101","106,101",1.0
"179,14","173,9",7.81
"11,47","12,46",1.41
"151,36","149,35",2.24
"183,37","182,41",4.12
"187,21","183,17",5.66
"9,73","10,72",1.41
"178,25","176,27",2.83
"172,44","170,44",2.0
"78,16","75,12",5.0
"138,23","135,24",3.16
"73,91","71,91",2.0
"67,58","66,57",1.41
"55,62","53,62",2.0
"181,4","179,2",2.83
"141,105","139,106",2.24
"52,25","51,24",1.41
"51,18","51,17",1.0
"184,77","185,75",2.24
"178,77","179,75",2.24
"104,75","105,75",1.0
"48,108","49,107",1.41
"20,43","20,39",4.0
"84,15","79,12",5.83
"146,12","145,10",2.24
"123,86","124,86",1.0
"141,126","142,125",1.41
"108,112","108,111",1.0
"121,121","119,121",2.0
"98,12","96,10",2.83
"8,78","6,78",2.0
"163,7","161,5",2.83
"4,82","3,81",1.41
"124,37","125,35",2.24
"81,9","81,8",1.0
"29,81","28,81",1.0
"65,50","65,48",2.0
"103,35","101,32",3.61
"119,35","118,32",3.16
"1,126","1,124",2.0
"155,49","154,49",1.0
"50,129","48,128",2.24
"158,66","159,66",1.0
"97,107","94,107",3.0
"140,23","141,22",1.41
"187,72","186,70",2.24
"14,77","15,77",1.0
"99,42","100,40",2.24
"171,62","170,60",2.24
"157,122","156,120",2.24
"137,73","138,74",1.41
"81,74","80,73",1.41
"51,108","53,106",2.83
"6,90","5,90",1.0
"104,78","101,79",3.16
"71,79","72,79",1.0
"35,45","33,45",2.0
"105,105","106,105",1.0
"18,76","17,76",1.0
"77,58","78,56",2.24
"100,48","99,49",1.41
"48,110","48,109",1.0
"176,64","175,62",2.24
"171,12","172,8",4.12
"96,95","94,96",2.24
"5,93","3,93",2.0
"114,129","111,129",3.0
"87,20","86,19",1.41
"128,14","126,13",2.24
"133,8","131,6",2.83
"29,93","27,95",2.83
"7,100","6,100",1.0
"112,115","109,114",3.16
"19,93","18,93",1.0
"117,65","116,65",1.0
"168,45","166,45",2.0
"128,80","127,80",1.0
"90,27","89,24",3.16
"129,5","126,3",3.61
"20,92","19,90",2.24
"107,61","106,60",1.41
"162,17","157,15",5.39
"188,81","185,81",3.0
"145,105","144,104",1.41
"45,15","45,12",3.0
"23,98","22,96",2.24
"67,98","66,98",1.0
"41,43","42,43",1.0
"116,10","111,10",5.0
"69,14","67,11",3.61
"120,84","119,84",1.0
"54,59","52,59",2.0
"37,33","38,31",2.24
"148,95","146,95",2.0
"161,73","160,73",1.0
"53,82","52,82",1.0
"66,46","65,47",1.41
"125,31","124,29",2.24
"82,61","79,61",3.0
"47,33","47,30",3.0
"138,52","139,52",1.0
"167,120","165,120",2.0
"123,106","122,104",2.24
"87,123","94,121",7.28
"125,107","124,107",1.0
"178,34","175,30",5.0
"88,116","89,114",2.24
"118,96","117,95",1.41
"157,2","154,1",3.16
"79,77","77,77",2.0
"49,24","47,24",2.0
"105,107","104,105",2.24
"17,69","16,68",1.41
"72,33","70,31",2.83
"78,51","77,48",3.16
"3,92","1,92",2.0
"53,129","51,130",2.24
"164,122","165,121",1.41
"188,19","184,16",5.0
"28,10","27,8",2.24
"149,86","148,85",1.41
"164,44","165,48",4.12
"173,106","172,106",1.0
"88,103","85,104",3.16
"23,48","22,49",1.41
"99,11","96,10",3.16
"13,10","11,11",2.24
"159,9","157,9",2.0
"119,24","117,21",3.61
"55,111","55,110",1.0
"7,91","6,91",1.0
"110,101","109,102",1.41
"170,56","169,56",1.0
"163,89","161,90",2.24
"171,103","169,102",2.24
"81,83","82,82",1.41
"109,111","107,110",2.24
"159,126","158,124",2.24
"44,121","44,120",1.0
"181,129","181,130",1.0
"157,4","156,4",1.0
"22,24","19,21",4.24
"82,18","82,15",3.0
"16,60","15,59",1.41
"102,127","98,124",5.0
